From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;2;127.659485;37.658580;MU01;MU;;30.00;0.00;;43.1;-82.16;40.53;1;800;V;12150.07;26.40;-1.41;206.40;1.41;0.0;0.0;145.2;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;3;127.722435;37.610248;MU02;MU;;30.00;0.00;;27.1;-98.20;40.61;1;800;V;12173.86;63.43;-2.28;243.43;2.28;0.0;0.0;161.2;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;4;127.569412;37.460321;MU03;MU;;30.00;0.00;;69.0;-56.30;37.95;1;800;V;11377.68;194.67;-2.00;14.67;2.00;0.0;0.0;119.3;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;5;127.539535;37.485191;MU04;MU;;30.00;0.00;;45.9;-79.39;32.96;1;800;V;9881.78;213.75;-3.57;33.75;3.57;0.0;0.0;142.4;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;6;127.508293;37.508958;MU05;MU;;30.00;0.00;;40.7;-84.58;33.03;1;800;V;9901.67;236.05;-3.34;56.05;3.34;0.0;0.0;147.6;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;7;127.476120;37.533420;MU06;MU;;30.00;0.00;;18.9;-106.36;37.87;1;800;V;11354.47;255.91;-2.79;75.91;2.79;0.0;0.0;169.4;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;8;127.535713;37.657108;MU07;MU;;30.00;0.00;;48.6;-76.65;40.70;1;800;V;12201.34;333.10;-0.78;153.10;0.78;0.0;0.0;139.7;NLOS;20.00
1;127.600121;37.559831;CC;CC;;200.000000;30.00;0.00;;9;127.474609;37.607303;MU08;MU;;30.00;0.00;;42.7;-82.60;40.94;1;800;V;12272.65;296.31;-0.73;116.31;0.73;0.0;0.0;145.6;NLOS;20.00
2;127.659485;37.658580;MU01;MU;;200.000000;30.00;0.00;;1;127.600121;37.559831;CC;CC;;30.00;0.00;;43.1;-82.16;40.53;1;800;V;12149.65;206.40;1.33;26.40;-1.33;0.0;0.0;145.2;NLOS;20.00
2;127.659485;37.658580;MU01;MU;;200.000000;30.00;0.00;;3;127.722435;37.610248;MU02;MU;;30.00;0.00;;20.7;-104.62;25.76;1;800;V;7723.96;134.79;-1.40;314.79;1.40;0.0;0.0;167.6;NLOS;20.00
2;127.659485;37.658580;MU01;MU;;200.000000;30.00;0.00;;8;127.535713;37.657108;MU07;MU;;30.00;0.00;;54.9;-70.35;36.43;1;800;V;10920.73;270.00;0.66;90.00;-0.66;0.0;0.0;133.4;NLOS;20.00
3;127.722435;37.610248;MU02;MU;;200.000000;30.00;0.00;;1;127.600121;37.559831;CC;CC;;30.00;0.00;;27.0;-98.23;40.61;1;800;V;12173.18;243.43;2.20;63.43;-2.20;0.0;0.0;161.2;NLOS;20.00
3;127.722435;37.610248;MU02;MU;;200.000000;30.00;0.00;;2;127.659485;37.658580;MU01;MU;;30.00;0.00;;20.7;-104.62;25.76;1;800;V;7723.79;314.79;1.35;134.79;-1.35;0.0;0.0;167.6;NLOS;20.00
4;127.569412;37.460321;MU03;MU;;200.000000;30.00;0.00;;1;127.600121;37.559831;CC;CC;;30.00;0.00;;69.0;-56.30;37.95;1;800;V;11377.16;14.67;1.92;194.67;-1.92;0.0;0.0;119.3;NLOS;20.00
4;127.569412;37.460321;MU03;MU;;200.000000;30.00;0.00;;5;127.539535;37.485191;MU04;MU;;30.00;0.00;;86.2;-39.13;12.77;1;800;V;3827.43;317.12;-3.32;137.12;3.32;0.0;0.0;102.1;LOS;20.00
4;127.569412;37.460321;MU03;MU;;200.000000;30.00;0.00;;6;127.508293;37.508958;MU05;MU;;30.00;0.00;;80.1;-45.13;25.48;1;800;V;7639.84;315.85;-1.39;135.85;1.39;0.0;0.0;108.1;LOS;20.00
4;127.569412;37.460321;MU03;MU;;200.000000;30.00;0.00;;7;127.476120;37.533420;MU06;MU;;30.00;0.00;;76.5;-48.74;38.59;1;800;V;11569.75;315.42;-0.82;135.42;0.82;0.0;0.0;111.7;LOS;20.00
5;127.539535;37.485191;MU04;MU;;200.000000;30.00;0.00;;1;127.600121;37.559831;CC;CC;;30.00;0.00;;45.9;-79.39;32.96;1;800;V;9881.07;33.75;3.51;213.75;-3.51;0.0;0.0;142.4;NLOS;20.00
5;127.539535;37.485191;MU04;MU;;200.000000;30.00;0.00;;4;127.569412;37.460321;MU03;MU;;30.00;0.00;;86.2;-39.13;12.77;1;800;V;3827.33;137.12;3.30;317.12;-3.30;0.0;0.0;102.1;LOS;20.00
5;127.539535;37.485191;MU04;MU;;200.000000;30.00;0.00;;6;127.508293;37.508958;MU05;MU;;30.00;0.00;;67.4;-57.84;12.74;1;800;V;3818.67;314.58;0.57;134.58;-0.57;0.0;0.0;120.9;NLOS;20.00
5;127.539535;37.485191;MU04;MU;;200.000000;30.00;0.00;;7;127.476120;37.533420;MU06;MU;;30.00;0.00;;54.7;-70.57;25.85;1;800;V;7750.33;314.58;0.45;134.58;-0.45;0.0;0.0;133.6;NLOS;20.00
5;127.539535;37.485191;MU04;MU;;200.000000;30.00;0.00;;9;127.474609;37.607303;MU08;MU;;30.00;0.00;;13.1;-112.17;49.11;1;800;V;14721.51;337.97;1.75;157.97;-1.75;0.0;0.0;175.2;NLOS;20.00
6;127.508293;37.508958;MU05;MU;;200.000000;30.00;0.00;;1;127.600121;37.559831;CC;CC;;30.00;0.00;;40.7;-84.58;33.03;1;800;V;9901.01;56.05;3.27;236.05;-3.27;0.0;0.0;147.6;NLOS;20.00
6;127.508293;37.508958;MU05;MU;;200.000000;30.00;0.00;;4;127.569412;37.460321;MU03;MU;;30.00;0.00;;80.1;-45.13;25.48;1;800;V;7639.68;135.85;1.34;315.85;-1.34;0.0;0.0;108.1;LOS;20.00
6;127.508293;37.508958;MU05;MU;;200.000000;30.00;0.00;;5;127.539535;37.485191;MU04;MU;;30.00;0.00;;67.4;-57.84;12.74;1;800;V;3818.69;134.58;-0.60;314.58;0.60;0.0;0.0;120.9;NLOS;20.00
6;127.508293;37.508958;MU05;MU;;200.000000;30.00;0.00;;7;127.476120;37.533420;MU06;MU;;30.00;0.00;;73.6;-51.68;13.11;1;800;V;3931.69;314.59;0.35;134.59;-0.35;0.0;0.0;114.7;NLOS;20.00
6;127.508293;37.508958;MU05;MU;;200.000000;30.00;0.00;;9;127.474609;37.607303;MU08;MU;;30.00;0.00;;17.5;-107.77;37.76;1;800;V;11319.68;345.67;2.11;165.67;-2.11;0.0;0.0;170.8;NLOS;20.00
7;127.476120;37.533420;MU06;MU;;200.000000;30.00;0.00;;1;127.600121;37.559831;CC;CC;;30.00;0.00;;18.9;-106.36;37.87;1;800;V;11353.74;75.91;2.72;255.91;-2.72;0.0;0.0;169.4;NLOS;20.00
7;127.476120;37.533420;MU06;MU;;200.000000;30.00;0.00;;4;127.569412;37.460321;MU03;MU;;30.00;0.00;;76.5;-48.74;38.59;1;800;V;11569.54;135.42;0.74;315.42;-0.74;0.0;0.0;111.7;LOS;20.00
