From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;7;127.607090;38.182075;hctr4;소형노드;;30.00;0.00;nan;16.9;-103.89;70.31;1;1429.5;V;21078.51;352.15;0.51;172.15;-0.65;-0.0;0.0;189.9;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;42.0;-78.86;68.37;1;1429.5;V;20495.57;71.57;1.13;251.57;-1.27;-0.0;0.0;164.8;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;41.5;-79.30;51.71;1;1429.5;V;15502.16;28.68;0.21;208.68;-0.32;-0.0;0.0;165.3;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;7;127.607090;38.182075;hctr4;소형노드;;30.00;0.00;nan;16.9;-104.03;70.31;2;1445;V;21078.51;352.15;0.51;172.15;-0.65;-0.0;0.0;190.0;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;41.9;-79.00;68.37;2;1445;V;20495.57;71.57;1.13;251.57;-1.27;-0.0;0.0;165.0;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;41.5;-79.44;51.71;2;1445;V;15502.16;28.68;0.21;208.68;-0.32;-0.0;0.0;165.4;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;7;127.607090;38.182075;hctr4;소형노드;;30.00;0.00;nan;16.9;-104.03;70.31;3;1445;V;21078.51;352.15;0.51;172.15;-0.65;-0.0;0.0;190.0;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;41.9;-79.00;68.37;3;1445;V;20495.57;71.57;1.13;251.57;-1.27;-0.0;0.0;165.0;NLOS;20.00
1;127.638329;37.993803;hctr1;대형노드;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;41.5;-79.44;51.71;3;1445;V;15502.16;28.68;0.21;208.68;-0.32;-0.0;0.0;165.4;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;3;127.774498;38.298567;hctr11;중형부대;;30.00;0.00;nan;11.8;-109.06;108.41;1;1429.5;V;32499.54;317.39;0.41;137.39;-0.63;-0.0;0.0;195.1;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;4;128.107437;38.302391;hctr12;중형부대;;30.00;0.00;nan;23.5;-97.33;85.56;1;1429.5;V;25650.18;16.12;0.73;196.12;-0.91;-0.0;0.0;183.3;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;5;128.092750;37.992091;hctr2;대형노드;;30.00;0.00;nan;23.1;-97.76;38.81;1;1429.5;V;11634.96;147.57;-0.24;327.57;0.16;-0.0;0.0;183.8;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;8;127.838235;38.274347;hctr5;소형노드;;30.00;0.00;nan;38.4;-82.44;89.63;1;1429.5;V;26869.68;322.38;0.91;142.38;-1.09;-0.0;0.0;168.4;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;9;128.237205;38.242723;hctr6;소형노드;;30.00;0.00;nan;22.0;-98.79;86.62;1;1429.5;V;25967.45;45.62;0.49;225.62;-0.66;-0.0;0.0;184.8;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;10;128.164377;38.374626;hctr7;소형노드;;30.00;0.00;nan;14.6;-106.22;116.26;1;1429.5;V;34854.47;20.14;0.80;200.14;-1.03;-0.0;0.0;192.2;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;27.8;-92.98;48.95;1;1429.5;V;14674.10;256.12;1.57;76.12;-1.67;-0.0;0.0;179.0;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;12.1;-108.69;88.35;1;1429.5;V;26485.80;277.81;0.03;97.81;-0.21;-0.0;0.0;194.7;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;3;127.774498;38.298567;hctr11;중형부대;;30.00;0.00;nan;11.8;-108.79;108.41;2;1400;V;32499.54;317.39;0.41;137.39;-0.63;-0.0;0.0;194.8;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;4;128.107437;38.302391;hctr12;중형부대;;30.00;0.00;nan;23.6;-97.06;85.56;2;1400;V;25650.18;16.12;0.73;196.12;-0.91;-0.0;0.0;183.1;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;5;128.092750;37.992091;hctr2;대형노드;;30.00;0.00;nan;23.2;-97.49;38.81;2;1400;V;11634.96;147.57;-0.24;327.57;0.16;-0.0;0.0;183.5;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;8;127.838235;38.274347;hctr5;소형노드;;30.00;0.00;nan;38.5;-82.17;89.63;2;1400;V;26869.68;322.38;0.91;142.38;-1.09;-0.0;0.0;168.2;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;9;128.237205;38.242723;hctr6;소형노드;;30.00;0.00;nan;22.1;-98.52;86.62;2;1400;V;25967.45;45.62;0.49;225.62;-0.66;-0.0;0.0;184.5;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;10;128.164377;38.374626;hctr7;소형노드;;30.00;0.00;nan;14.7;-105.95;116.26;2;1400;V;34854.47;20.14;0.80;200.14;-1.03;-0.0;0.0;191.9;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;27.9;-92.71;48.95;2;1400;V;14674.10;256.12;1.57;76.12;-1.67;-0.0;0.0;178.7;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;12.2;-108.42;88.35;2;1400;V;26485.80;277.81;0.03;97.81;-0.21;-0.0;0.0;194.4;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;3;127.774498;38.298567;hctr11;중형부대;;30.00;0.00;nan;11.8;-108.79;108.41;3;1400;V;32499.54;317.39;0.41;137.39;-0.63;-0.0;0.0;194.8;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;4;128.107437;38.302391;hctr12;중형부대;;30.00;0.00;nan;23.6;-97.06;85.56;3;1400;V;25650.18;16.12;0.73;196.12;-0.91;-0.0;0.0;183.1;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;5;128.092750;37.992091;hctr2;대형노드;;30.00;0.00;nan;23.2;-97.49;38.81;3;1400;V;11634.96;147.57;-0.24;327.57;0.16;-0.0;0.0;183.5;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;8;127.838235;38.274347;hctr5;소형노드;;30.00;0.00;nan;38.5;-82.17;89.63;3;1400;V;26869.68;322.38;0.91;142.38;-1.09;-0.0;0.0;168.2;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;9;128.237205;38.242723;hctr6;소형노드;;30.00;0.00;nan;22.1;-98.52;86.62;3;1400;V;25967.45;45.62;0.49;225.62;-0.66;-0.0;0.0;184.5;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;10;128.164377;38.374626;hctr7;소형노드;;30.00;0.00;nan;14.7;-105.95;116.26;3;1400;V;34854.47;20.14;0.80;200.14;-1.03;-0.0;0.0;191.9;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;27.9;-92.71;48.95;3;1400;V;14674.10;256.12;1.57;76.12;-1.67;-0.0;0.0;178.7;NLOS;20.00
2;128.022952;38.081184;hctr10;중형부대;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;12.2;-108.42;88.35;3;1400;V;26485.80;277.81;0.03;97.81;-0.21;-0.0;0.0;194.4;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;2;128.022952;38.081184;hctr10;중형부대;;30.00;0.00;nan;11.8;-109.07;108.41;1;1429.5;V;32500.66;137.39;-0.63;317.39;0.41;-0.0;0.0;195.1;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;4;128.107437;38.302391;hctr12;중형부대;;30.00;0.00;nan;6.0;-114.78;97.16;1;1429.5;V;29128.91;88.58;0.05;268.58;-0.24;-0.0;0.0;200.8;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;6;127.608357;38.334855;hctr3;소형노드;;30.00;0.00;nan;21.2;-99.63;50.30;1;1429.5;V;15079.17;285.07;-0.56;105.07;0.45;-0.0;0.0;185.6;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;7;127.607090;38.182075;hctr4;소형노드;;30.00;0.00;nan;12.1;-108.70;65.20;1;1429.5;V;19546.09;228.15;-0.35;48.15;0.22;-0.0;0.0;194.7;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;8;127.838235;38.274347;hctr5;소형노드;;30.00;0.00;nan;54.4;-66.40;20.66;1;1429.5;V;6193.47;115.24;1.59;295.24;-1.63;-0.0;0.0;152.4;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;11;127.860298;38.050772;hctr8;대형부대;;30.00;0.00;nan;23.4;-97.46;95.12;1;1429.5;V;28516.25;164.21;0.14;344.21;-0.34;-0.0;0.0;183.4;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;12;127.724223;38.115828;hctr9;중형부대;;30.00;0.00;nan;16.0;-104.81;69.25;1;1429.5;V;20759.32;191.79;-0.73;11.79;0.59;-0.0;0.0;190.8;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;2;128.022952;38.081184;hctr10;중형부대;;30.00;0.00;nan;11.8;-108.80;108.41;2;1400;V;32500.66;137.39;-0.63;317.39;0.41;-0.0;0.0;194.8;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;4;128.107437;38.302391;hctr12;중형부대;;30.00;0.00;nan;6.1;-114.51;97.16;2;1400;V;29128.91;88.58;0.05;268.58;-0.24;-0.0;0.0;200.5;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;6;127.608357;38.334855;hctr3;소형노드;;30.00;0.00;nan;21.3;-99.35;50.30;2;1400;V;15079.17;285.07;-0.56;105.07;0.45;-0.0;0.0;185.3;NLOS;20.00
3;127.774498;38.298567;hctr11;중형부대;;4456.254691;30.00;0.00;nan;7;127.607090;38.182075;hctr4;소형노드;;30.00;0.00;nan;12.2;-108.43;65.20;2;1400;V;19546.09;228.15;-0.35;48.15;0.22;-0.0;0.0;194.4;NLOS;20.00
