From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;-0.1;-120.88;70.31;1;1429.5;V;21078.51;352.15;0.51;172.15;-0.65;0.0;0.0;189.9;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;25.0;-95.85;68.37;1;1429.5;V;20495.57;71.57;1.13;251.57;-1.27;0.0;0.0;164.8;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;24.5;-96.29;51.71;1;1429.5;V;15502.16;28.68;0.21;208.68;-0.32;0.0;0.0;165.3;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;-0.1;-121.02;70.31;2;1445;V;21078.51;352.15;0.51;172.15;-0.65;0.0;0.0;190.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;24.9;-95.99;68.37;2;1445;V;20495.57;71.57;1.13;251.57;-1.27;0.0;0.0;165.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;24.5;-96.43;51.71;2;1445;V;15502.16;28.68;0.21;208.68;-0.32;0.0;0.0;165.4;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;-0.1;-121.02;70.31;3;1445;V;21078.51;352.15;0.51;172.15;-0.65;0.0;0.0;190.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;24.9;-95.99;68.37;3;1445;V;20495.57;71.57;1.13;251.57;-1.27;0.0;0.0;165.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;24.5;-96.43;51.71;3;1445;V;15502.16;28.68;0.21;208.68;-0.32;0.0;0.0;165.4;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;3;127.774498;38.298567;hctr11;D;;30.00;0.00;nan;-5.2;-126.05;108.41;1;1429.5;V;32499.54;317.39;0.41;137.39;-0.63;0.0;0.0;195.1;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;6.5;-114.32;85.56;1;1429.5;V;25650.18;16.12;0.73;196.12;-0.91;0.0;0.0;183.3;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;5;128.092750;37.992091;hctr2;A;;30.00;0.00;nan;6.1;-114.75;38.81;1;1429.5;V;11634.96;147.57;-0.24;327.57;0.16;0.0;0.0;183.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;8;127.838235;38.274347;hctr5;B;;30.00;0.00;nan;21.4;-99.43;89.63;1;1429.5;V;26869.68;322.38;0.91;142.38;-1.09;0.0;0.0;168.4;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;9;128.237205;38.242723;hctr6;B;;30.00;0.00;nan;5.0;-115.78;86.62;1;1429.5;V;25967.45;45.62;0.49;225.62;-0.66;0.0;0.0;184.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;10;128.164377;38.374626;hctr7;B;;30.00;0.00;nan;-2.4;-123.21;116.26;1;1429.5;V;34854.47;20.14;0.80;200.14;-1.03;0.0;0.0;192.2;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;10.9;-109.97;48.95;1;1429.5;V;14674.10;256.12;1.57;76.12;-1.67;0.0;0.0;179.0;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;-4.9;-125.68;88.35;1;1429.5;V;26485.80;277.81;0.03;97.81;-0.21;0.0;0.0;194.7;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;3;127.774498;38.298567;hctr11;D;;30.00;0.00;nan;-5.1;-125.78;108.41;2;1400;V;32499.54;317.39;0.41;137.39;-0.63;0.0;0.0;194.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;6.6;-114.05;85.56;2;1400;V;25650.18;16.12;0.73;196.12;-0.91;0.0;0.0;183.1;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;5;128.092750;37.992091;hctr2;A;;30.00;0.00;nan;6.2;-114.48;38.81;2;1400;V;11634.96;147.57;-0.24;327.57;0.16;0.0;0.0;183.5;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;8;127.838235;38.274347;hctr5;B;;30.00;0.00;nan;21.5;-99.16;89.63;2;1400;V;26869.68;322.38;0.91;142.38;-1.09;0.0;0.0;168.2;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;9;128.237205;38.242723;hctr6;B;;30.00;0.00;nan;5.1;-115.51;86.62;2;1400;V;25967.45;45.62;0.49;225.62;-0.66;0.0;0.0;184.5;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;10;128.164377;38.374626;hctr7;B;;30.00;0.00;nan;-2.3;-122.94;116.26;2;1400;V;34854.47;20.14;0.80;200.14;-1.03;0.0;0.0;191.9;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;10.9;-109.70;48.95;2;1400;V;14674.10;256.12;1.57;76.12;-1.67;0.0;0.0;178.7;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;-4.8;-125.40;88.35;2;1400;V;26485.80;277.81;0.03;97.81;-0.21;0.0;0.0;194.4;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;3;127.774498;38.298567;hctr11;D;;30.00;0.00;nan;-5.1;-125.78;108.41;3;1400;V;32499.54;317.39;0.41;137.39;-0.63;0.0;0.0;194.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;6.6;-114.05;85.56;3;1400;V;25650.18;16.12;0.73;196.12;-0.91;0.0;0.0;183.1;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;5;128.092750;37.992091;hctr2;A;;30.00;0.00;nan;6.2;-114.48;38.81;3;1400;V;11634.96;147.57;-0.24;327.57;0.16;0.0;0.0;183.5;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;8;127.838235;38.274347;hctr5;B;;30.00;0.00;nan;21.5;-99.16;89.63;3;1400;V;26869.68;322.38;0.91;142.38;-1.09;0.0;0.0;168.2;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;9;128.237205;38.242723;hctr6;B;;30.00;0.00;nan;5.1;-115.51;86.62;3;1400;V;25967.45;45.62;0.49;225.62;-0.66;0.0;0.0;184.5;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;10;128.164377;38.374626;hctr7;B;;30.00;0.00;nan;-2.3;-122.94;116.26;3;1400;V;34854.47;20.14;0.80;200.14;-1.03;0.0;0.0;191.9;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;10.9;-109.70;48.95;3;1400;V;14674.10;256.12;1.57;76.12;-1.67;0.0;0.0;178.7;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;-4.8;-125.40;88.35;3;1400;V;26485.80;277.81;0.03;97.81;-0.21;0.0;0.0;194.4;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;2;128.022952;38.081184;hctr10;D;;30.00;0.00;nan;-5.2;-126.06;108.41;1;1429.5;V;32500.66;137.39;-0.63;317.39;0.41;0.0;0.0;195.1;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;-10.9;-131.77;97.16;1;1429.5;V;29128.91;88.58;0.05;268.58;-0.24;0.0;0.0;200.8;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;6;127.608357;38.334855;hctr3;B;;30.00;0.00;nan;4.2;-116.62;50.30;1;1429.5;V;15079.17;285.07;-0.56;105.07;0.45;0.0;0.0;185.6;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;-4.9;-125.69;65.20;1;1429.5;V;19546.09;228.15;-0.35;48.15;0.22;0.0;0.0;194.7;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;8;127.838235;38.274347;hctr5;B;;30.00;0.00;nan;37.4;-83.39;20.66;1;1429.5;V;6193.47;115.24;1.59;295.24;-1.63;0.0;0.0;152.4;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;6.4;-114.45;95.12;1;1429.5;V;28516.25;164.21;0.14;344.21;-0.34;0.0;0.0;183.4;NLOS;20.00
3;127.774498;38.298567;hctr11;D;;89.125094;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;-1.0;-121.80;69.25;1;1429.5;V;20759.32;191.79;-0.73;11.79;0.59;0.0;0.0;190.8;NLOS;20.00
