From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;128.574875;37.651914;CC;CC;;1.000000;30.00;0.00;;2;128.650085;37.716153;MU01;MU;;30.00;0.00;;26.6;-113.76;32.52;1;1429.5;V;9747.87;43.17;2.97;223.17;-2.97;0.0;0.0;143.8;NLOS;20.00
1;128.574875;37.651914;CC;CC;;1.000000;30.00;0.00;;3;128.679764;37.675137;MU02;MU;;30.00;0.00;;-4.1;-144.47;32.05;1;1429.5;V;9607.29;74.66;1.89;254.66;-1.89;0.0;0.0;174.5;NLOS;20.00
1;128.574875;37.651914;CC;CC;;1.000000;30.00;0.00;;6;128.487701;37.635163;MU05;MU;;30.00;0.00;;1.3;-139.00;26.40;1;1429.5;V;7913.31;256.70;0.97;76.70;-0.97;0.0;0.0;169.0;NLOS;20.00
2;128.650085;37.716153;MU01;MU;;1.000000;30.00;0.00;;1;128.574875;37.651914;CC;CC;;30.00;0.00;;26.6;-113.76;32.52;1;1429.5;V;9748.46;223.17;-3.04;43.17;3.04;0.0;0.0;143.8;NLOS;20.00
2;128.650085;37.716153;MU01;MU;;1.000000;30.00;0.00;;3;128.679764;37.675137;MU02;MU;;30.00;0.00;;60.4;-79.93;17.52;1;1429.5;V;5252.58;150.31;-2.07;330.31;2.07;0.0;0.0;109.9;LOS;20.00
2;128.650085;37.716153;MU01;MU;;1.000000;30.00;0.00;;4;128.731506;37.665173;MU03;MU;;30.00;0.00;;47.1;-93.19;30.49;1;1429.5;V;9142.11;128.42;-1.40;308.42;1.40;0.0;0.0;123.2;NLOS;20.00
2;128.650085;37.716153;MU01;MU;;1.000000;30.00;0.00;;5;128.703690;37.703319;MU04;MU;;30.00;0.00;;32.9;-107.46;16.48;1;1429.5;V;4940.01;106.97;-2.64;286.97;2.64;0.0;0.0;137.5;NLOS;20.00
3;128.679764;37.675137;MU02;MU;;1.000000;30.00;0.00;;1;128.574875;37.651914;CC;CC;;30.00;0.00;;-4.1;-144.47;32.05;1;1429.5;V;9607.66;254.66;-1.96;74.66;1.96;0.0;0.0;174.5;NLOS;20.00
3;128.679764;37.675137;MU02;MU;;1.000000;30.00;0.00;;2;128.650085;37.716153;MU01;MU;;30.00;0.00;;60.4;-79.93;17.52;1;1429.5;V;5252.46;330.31;2.03;150.31;-2.03;0.0;0.0;109.9;LOS;20.00
3;128.679764;37.675137;MU02;MU;;1.000000;30.00;0.00;;4;128.731506;37.665173;MU03;MU;;30.00;0.00;;61.4;-78.96;15.66;1;1429.5;V;4695.64;103.80;-0.39;283.80;0.39;0.0;0.0;109.0;LOS;20.00
3;128.679764;37.675137;MU02;MU;;1.000000;30.00;0.00;;5;128.703690;37.703319;MU04;MU;;30.00;0.00;;63.3;-77.06;12.58;1;1429.5;V;3772.31;34.20;-0.59;214.20;0.59;0.0;0.0;107.1;LOS;20.00
4;128.731506;37.665173;MU03;MU;;1.000000;30.00;0.00;;2;128.650085;37.716153;MU01;MU;;30.00;0.00;;47.1;-93.19;30.49;1;1429.5;V;9141.87;308.42;1.34;128.42;-1.34;0.0;0.0;123.2;NLOS;20.00
4;128.731506;37.665173;MU03;MU;;1.000000;30.00;0.00;;3;128.679764;37.675137;MU02;MU;;30.00;0.00;;61.4;-78.96;15.66;1;1429.5;V;4695.62;283.80;0.36;103.80;-0.36;0.0;0.0;109.0;LOS;20.00
4;128.731506;37.665173;MU03;MU;;1.000000;30.00;0.00;;5;128.703690;37.703319;MU04;MU;;30.00;0.00;;61.0;-79.31;16.32;1;1429.5;V;4891.96;330.08;-0.10;150.08;0.10;0.0;0.0;109.3;LOS;20.00
5;128.703690;37.703319;MU04;MU;;1.000000;30.00;0.00;;2;128.650085;37.716153;MU01;MU;;30.00;0.00;;32.9;-107.46;16.48;1;1429.5;V;4939.88;286.97;2.61;106.97;-2.61;0.0;0.0;137.5;NLOS;20.00
5;128.703690;37.703319;MU04;MU;;1.000000;30.00;0.00;;3;128.679764;37.675137;MU02;MU;;30.00;0.00;;63.3;-77.06;12.58;1;1429.5;V;3772.29;214.20;0.56;34.20;-0.56;0.0;0.0;107.1;LOS;20.00
5;128.703690;37.703319;MU04;MU;;1.000000;30.00;0.00;;4;128.731506;37.665173;MU03;MU;;30.00;0.00;;61.0;-79.31;16.32;1;1429.5;V;4891.96;150.08;0.07;330.08;-0.07;0.0;0.0;109.3;LOS;20.00
6;128.487701;37.635163;MU05;MU;;1.000000;30.00;0.00;;1;128.574875;37.651914;CC;CC;;30.00;0.00;;1.3;-139.00;26.40;1;1429.5;V;7913.44;76.70;-1.03;256.70;1.03;0.0;0.0;169.0;NLOS;20.00
