From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;14.7;-106.11;70.31;1;1429.5;V;21078.51;352.15;0.51;172.15;-0.65;-0.0;0.0;189.9;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;39.7;-81.08;68.37;1;1429.5;V;20495.57;71.57;1.13;251.57;-1.27;-0.0;0.0;164.8;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;39.3;-81.52;51.71;1;1429.5;V;15502.16;28.68;0.21;208.68;-0.32;-0.0;0.0;165.3;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;14.7;-106.25;70.31;2;1445;V;21078.51;352.15;0.51;172.15;-0.65;-0.0;0.0;190.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;39.7;-81.22;68.37;2;1445;V;20495.57;71.57;1.13;251.57;-1.27;-0.0;0.0;165.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;39.3;-81.66;51.71;2;1445;V;15502.16;28.68;0.21;208.68;-0.32;-0.0;0.0;165.4;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;7;127.607090;38.182075;hctr4;B;;30.00;0.00;nan;14.7;-106.25;70.31;3;1445;V;21078.51;352.15;0.51;172.15;-0.65;-0.0;0.0;190.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;39.7;-81.22;68.37;3;1445;V;20495.57;71.57;1.13;251.57;-1.27;-0.0;0.0;165.0;NLOS;20.00
1;127.638329;37.993803;hctr1;A;;2673.752814;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;39.3;-81.66;51.71;3;1445;V;15502.16;28.68;0.21;208.68;-0.32;-0.0;0.0;165.4;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;3;127.774498;38.298567;hctr11;D;;30.00;0.00;nan;9.5;-111.28;108.41;1;1429.5;V;32499.54;317.39;0.41;137.39;-0.63;-0.0;0.0;195.1;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;21.3;-99.55;85.56;1;1429.5;V;25650.18;16.12;0.73;196.12;-0.91;-0.0;0.0;183.3;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;5;128.092750;37.992091;hctr2;A;;30.00;0.00;nan;20.8;-99.98;38.81;1;1429.5;V;11634.96;147.57;-0.24;327.57;0.16;-0.0;0.0;183.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;8;127.838235;38.274347;hctr5;B;;30.00;0.00;nan;36.2;-84.66;89.63;1;1429.5;V;26869.68;322.38;0.91;142.38;-1.09;-0.0;0.0;168.4;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;9;128.237205;38.242723;hctr6;B;;30.00;0.00;nan;19.8;-101.01;86.62;1;1429.5;V;25967.45;45.62;0.49;225.62;-0.66;-0.0;0.0;184.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;10;128.164377;38.374626;hctr7;B;;30.00;0.00;nan;12.4;-108.44;116.26;1;1429.5;V;34854.47;20.14;0.80;200.14;-1.03;-0.0;0.0;192.2;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;25.6;-95.20;48.95;1;1429.5;V;14674.10;256.12;1.57;76.12;-1.67;-0.0;0.0;179.0;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;9.9;-110.91;88.35;1;1429.5;V;26485.80;277.81;0.03;97.81;-0.21;-0.0;0.0;194.7;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;3;127.774498;38.298567;hctr11;D;;30.00;0.00;nan;9.6;-111.01;108.41;2;1400;V;32499.54;317.39;0.41;137.39;-0.63;-0.0;0.0;194.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;21.4;-99.28;85.56;2;1400;V;25650.18;16.12;0.73;196.12;-0.91;-0.0;0.0;183.1;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;5;128.092750;37.992091;hctr2;A;;30.00;0.00;nan;20.9;-99.71;38.81;2;1400;V;11634.96;147.57;-0.24;327.57;0.16;-0.0;0.0;183.5;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;8;127.838235;38.274347;hctr5;B;;30.00;0.00;nan;36.3;-84.39;89.63;2;1400;V;26869.68;322.38;0.91;142.38;-1.09;-0.0;0.0;168.2;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;9;128.237205;38.242723;hctr6;B;;30.00;0.00;nan;19.9;-100.74;86.62;2;1400;V;25967.45;45.62;0.49;225.62;-0.66;-0.0;0.0;184.5;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;10;128.164377;38.374626;hctr7;B;;30.00;0.00;nan;12.5;-108.17;116.26;2;1400;V;34854.47;20.14;0.80;200.14;-1.03;-0.0;0.0;191.9;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;11;127.860298;38.050772;hctr8;C;;30.00;0.00;nan;25.7;-94.93;48.95;2;1400;V;14674.10;256.12;1.57;76.12;-1.67;-0.0;0.0;178.7;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;12;127.724223;38.115828;hctr9;D;;30.00;0.00;nan;10.0;-110.63;88.35;2;1400;V;26485.80;277.81;0.03;97.81;-0.21;-0.0;0.0;194.4;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;3;127.774498;38.298567;hctr11;D;;30.00;0.00;nan;9.6;-111.01;108.41;3;1400;V;32499.54;317.39;0.41;137.39;-0.63;-0.0;0.0;194.8;NLOS;20.00
2;128.022952;38.081184;hctr10;D;;2673.752814;30.00;0.00;nan;4;128.107437;38.302391;hctr12;D;;30.00;0.00;nan;21.4;-99.28;85.56;3;1400;V;25650.18;16.12;0.73;196.12;-0.91;-0.0;0.0;183.1;NLOS;20.00
