From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;2;125.650368;36.087670;c0000001;MU;30.00;0.00;;30.7;-114.85;165.57;1;2600;V;49636.50;161.17;-0.17;341.17;0.17;0.0;0.0;161.8;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;3;125.540092;36.139668;c0000002;MU;30.00;0.00;;38.9;-106.61;137.91;1;2600;V;41342.95;171.23;-0.14;351.23;0.14;0.0;0.0;153.6;SP;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;4;125.437225;35.952157;c0000003;MU;30.00;0.00;;22.2;-123.33;204.92;1;2600;V;61433.13;183.47;-0.21;3.47;0.21;0.0;0.0;170.3;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;5;125.437988;35.774818;c0000004;MU;30.00;0.00;;13.0;-132.51;270.65;1;2600;V;81139.23;183.09;-0.27;3.09;0.27;0.0;0.0;179.5;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;6;125.676094;35.688999;c0000005;MU;30.00;0.00;;9.0;-136.55;309.69;1;2600;V;92841.44;169.55;-0.31;349.55;0.31;0.0;0.0;183.5;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;7;126.068733;35.810193;c0000006;MU;30.00;0.00;;8.3;-137.22;316.87;1;2600;V;94993.95;146.25;-0.32;326.25;0.32;0.0;0.0;184.2;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;8;126.186020;36.050487;c0000007;MU;30.00;0.00;;12.3;-133.20;276.79;1;2600;V;82979.12;129.36;-0.28;309.36;0.28;0.0;0.0;180.2;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;9;126.362694;36.146889;c0000008;MU;30.00;0.00;;9.6;-135.92;303.05;1;2600;V;90851.69;117.81;-0.31;297.81;0.31;0.0;0.0;182.9;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;10;125.925468;36.536132;c0000009;MU;30.00;0.00;;37.9;-107.59;141.52;1;2600;V;42426.36;87.33;-0.14;267.33;0.14;0.0;0.0;154.6;SP;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;11;125.102394;36.270950;c0000010;MU;30.00;0.00;;39.3;-106.20;136.38;1;2600;V;40885.31;232.69;-0.14;52.69;0.14;0.0;0.0;153.2;SP;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;12;125.197456;35.704942;c0000011;MU;30.00;0.00;;9.3;-136.23;306.29;1;2600;V;91824.32;196.72;-0.31;16.72;0.31;0.0;0.0;183.2;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;15;125.886940;35.963834;c0000014;MU;30.00;0.00;;17.0;-128.55;239.01;1;2600;V;71652.76;149.00;-0.24;329.00;0.24;0.0;0.0;175.5;NLOS;20.00
1;125.453682;36.505158;CC;CC;50.000000;30.00;0.00;;16;125.965423;36.217267;c0000015;MU;30.00;0.00;;25.4;-120.10;186.80;1;2600;V;56000.39;126.77;-0.19;306.77;0.19;0.0;0.0;167.1;NLOS;20.00
2;125.650368;36.087670;c0000001;MU;50.000000;30.00;0.00;;1;125.453682;36.505158;CC;CC;30.00;0.00;;30.7;-114.85;165.57;1;2600;V;49636.50;341.17;-0.17;161.17;0.17;0.0;0.0;161.8;NLOS;20.00
2;125.650368;36.087670;c0000001;MU;50.000000;30.00;0.00;;3;125.540092;36.139668;c0000002;MU;30.00;0.00;;67.7;-77.86;38.31;1;2600;V;11486.20;302.20;-0.04;122.20;0.04;0.0;0.0;124.8;SP;20.00
2;125.650368;36.087670;c0000001;MU;50.000000;30.00;0.00;;4;125.437225;35.952157;c0000003;MU;30.00;0.00;;53.6;-91.97;81.39;1;2600;V;24398.86;234.00;-0.08;54.00;0.08;0.0;0.0;139.0;SP;20.00
2;125.650368;36.087670;c0000001;MU;50.000000;30.00;0.00;;5;125.437988;35.774818;c0000004;MU;30.00;0.00;;40.4;-105.08;132.37;1;2600;V;39684.89;210.93;-0.13;30.93;0.13;0.0;0.0;152.1;SP;20.00
2;125.650368;36.087670;c0000001;MU;50.000000;30.00;0.00;;6;125.676094;35.688999;c0000005;MU;30.00;0.00;;36.2;-109.29;147.86;1;2600;V;44327.73;178.94;-0.15;358.94;0.15;0.0;0.0;156.3;SP;20.00
