From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;51.2;-69.67;30.29;1;1429.5;V;9079.61;347.53;1.98;167.53;-1.98;0.0;0.0;138.7;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;32.0;-88.79;22.25;1;1429.5;V;6669.24;264.67;-0.59;84.67;0.59;0.0;0.0;157.8;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;0.9;-119.89;29.18;1;1429.5;V;8748.79;99.74;1.41;279.74;-1.41;0.0;0.0;188.9;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;12;128.341839;37.416491;NODE01;RE;30.00;0.00;;40.6;-99.73;33.36;1;1429.5;V;10000.54;255.05;1.13;75.05;-1.13;0.0;0.0;149.2;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;15;128.519568;37.474494;NODE04;RE;30.00;0.00;;33.1;-107.24;24.02;1;1429.5;V;7200.42;58.35;5.63;238.35;-5.63;0.0;0.0;156.7;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;51.2;-69.67;30.29;1;1429.5;V;9079.95;167.53;-2.04;347.53;2.04;0.0;0.0;138.7;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;15;128.519568;37.474494;NODE04;RE;30.00;0.00;;74.7;-65.62;31.84;1;1429.5;V;9545.80;122.32;2.32;302.32;-2.32;0.0;0.0;115.1;LOS;20.00
3;128.375854;37.434417;MU02;MU;89.125094;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;32.0;-88.78;22.25;1;1429.5;V;6669.18;84.67;0.54;264.67;-0.54;0.0;0.0;157.8;NLOS;20.00
3;128.375854;37.434417;MU02;MU;89.125094;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;36.2;-84.64;30.90;1;1429.5;V;9263.67;174.67;-1.61;354.67;1.61;0.0;0.0;153.6;NLOS;20.00
3;128.375854;37.434417;MU02;MU;89.125094;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;25.6;-95.26;23.82;1;1429.5;V;7141.38;271.12;0.07;91.12;-0.07;0.0;0.0;164.3;NLOS;20.00
3;128.375854;37.434417;MU02;MU;89.125094;30.00;0.00;;12;128.341839;37.416491;NODE01;RE;30.00;0.00;;72.5;-67.87;12.04;1;1429.5;V;3610.26;237.02;4.26;57.02;-4.26;0.0;0.0;117.4;NLOS;20.00
4;128.386261;37.351318;MU03;MU;89.125094;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;36.2;-84.64;30.90;1;1429.5;V;9263.39;354.67;1.55;174.67;-1.55;0.0;0.0;153.6;NLOS;20.00
4;128.386261;37.351318;MU03;MU;89.125094;30.00;0.00;;12;128.341839;37.416491;NODE01;RE;30.00;0.00;;51.6;-88.74;27.51;1;1429.5;V;8248.18;331.88;3.61;151.88;-3.61;0.0;0.0;138.2;NLOS;20.00
5;128.583359;37.373242;MU04;MU;89.125094;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;33.3;-87.54;22.58;1;1429.5;V;6768.09;332.90;2.40;152.90;-2.40;0.0;0.0;156.5;NLOS;20.00
5;128.583359;37.373242;MU04;MU;89.125094;30.00;0.00;;11;128.639236;37.309120;MU10;MU;30.00;0.00;;42.0;-78.81;28.92;1;1429.5;V;8671.05;145.43;0.23;325.43;-0.23;0.0;0.0;147.8;NLOS;20.00
