From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;2;128.428040;37.520051;MU01;MU;30.00;0.00;;51.2;-69.67;30.29;1;1429.5;V;9079.61;347.53;1.98;167.53;-1.98;0.0;0.0;138.7;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;32.0;-88.79;22.25;1;1429.5;V;6669.24;264.67;-0.59;84.67;0.59;0.0;0.0;157.8;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;10.0;-110.82;38.08;1;1429.5;V;11416.74;210.43;-1.65;30.43;1.65;0.0;0.0;179.8;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;5;128.583359;37.373242;MU04;MU;30.00;0.00;;-2.5;-123.31;46.36;1;1429.5;V;13897.70;122.66;-0.32;302.66;0.32;0.0;0.0;192.3;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;6;128.610489;37.499729;MU05;MU;30.00;0.00;;0.2;-120.58;52.01;1;1429.5;V;15591.81;65.28;1.09;245.28;-1.09;0.0;0.0;189.6;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;0.9;-119.89;29.18;1;1429.5;V;8748.79;99.74;1.41;279.74;-1.41;0.0;0.0;188.9;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;10;128.295212;37.435075;MU09;MU;30.00;0.00;;22.0;-98.78;45.99;1;1429.5;V;13788.51;268.01;-0.27;88.01;0.27;0.0;0.0;167.8;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;12;128.512326;37.405420;NODE01;RE;30.00;0.00;;32.7;-107.67;22.36;1;1429.5;V;6703.35;125.74;5.05;305.74;-5.05;0.0;0.0;157.2;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;13;128.563067;37.462404;NODE02;RE;30.00;0.00;;34.7;-105.59;34.24;1;1429.5;V;10266.21;76.43;5.10;256.43;-5.10;0.0;0.0;155.1;NLOS;20.00
1;128.450897;37.440335;CC;CC;89.125094;30.00;0.00;;14;128.251856;37.442096;NODE03;RE;30.00;0.00;;38.8;-101.48;58.74;1;1429.5;V;17608.58;271.04;1.45;91.04;-1.45;0.0;0.0;151.0;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;1;128.450897;37.440335;CC;CC;30.00;0.00;;51.2;-69.67;30.29;1;1429.5;V;9079.95;167.53;-2.04;347.53;2.04;0.0;0.0;138.7;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;3;128.375854;37.434417;MU02;MU;30.00;0.00;;27.8;-93.04;35.29;1;1429.5;V;10579.48;206.27;-2.12;26.27;2.12;0.0;0.0;162.0;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;4;128.386261;37.351318;MU03;MU;30.00;0.00;;29.7;-91.08;63.70;1;1429.5;V;19097.61;191.55;-1.98;11.55;1.98;0.0;0.0;160.1;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;6;128.610489;37.499729;MU05;MU;30.00;0.00;;24.0;-96.82;54.33;1;1429.5;V;16288.97;98.26;-0.08;278.26;0.08;0.0;0.0;165.8;NLOS;20.00
2;128.428040;37.520051;MU01;MU;89.125094;30.00;0.00;;7;128.548309;37.427441;MU06;MU;30.00;0.00;;25.0;-95.83;49.35;1;1429.5;V;14794.06;134.34;-0.43;314.34;0.43;0.0;0.0;164.8;NLOS;20.00
