From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;126.946624;37.995057;sample1;중형부대;;89.125094;10.00;0.00;nan;2;127.040413;37.957494;sample16;대형노드;;10.00;0.00;nan;17.8;-103.06;30.83;1;1429.5;V;9242.50;116.90;1.44;296.90;-1.50;0.0;0.0;172.1;NLOS;20.00
1;126.946624;37.995057;sample1;중형부대;;89.125094;10.00;0.00;nan;3;126.930954;37.951893;sample5;중형부대;;10.00;0.00;nan;24.3;-96.56;16.66;1;1429.5;V;4994.46;196.04;0.17;16.04;-0.20;0.0;0.0;165.6;NLOS;20.00
1;126.946624;37.995057;sample1;중형부대;;89.125094;10.00;0.00;nan;4;126.975554;37.958034;NODE01;New;RE#;10.00;0.00;nan;80.6;-59.74;16.18;1;1429.5;V;4852.01;148.35;4.03;328.35;-4.06;0.0;0.0;109.2;LOS;20.00
2;127.040413;37.957494;sample16;대형노드;;89.125094;10.00;0.00;nan;1;126.946624;37.995057;sample1;중형부대;;10.00;0.00;nan;17.8;-103.06;30.83;1;1429.5;V;9242.76;296.90;-1.50;116.90;1.44;0.0;0.0;172.1;NLOS;20.00
2;127.040413;37.957494;sample16;대형노드;;89.125094;10.00;0.00;nan;3;126.930954;37.951893;sample5;중형부대;;10.00;0.00;nan;9.0;-111.87;32.16;1;1429.5;V;9642.62;266.31;-1.35;86.31;1.28;0.0;0.0;180.9;NLOS;20.00
2;127.040413;37.957494;sample16;대형노드;;89.125094;10.00;0.00;nan;4;126.975554;37.958034;NODE01;New;RE#;10.00;0.00;nan;43.1;-97.20;19.02;1;1429.5;V;5701.25;270.60;1.04;90.60;-1.07;0.0;0.0;146.7;NLOS;20.00
3;126.930954;37.951893;sample5;중형부대;;89.125094;10.00;0.00;nan;1;126.946624;37.995057;sample1;중형부대;;10.00;0.00;nan;24.3;-96.56;16.66;1;1429.5;V;4994.47;16.04;-0.20;196.04;0.17;0.0;0.0;165.6;NLOS;20.00
3;126.930954;37.951893;sample5;중형부대;;89.125094;10.00;0.00;nan;2;127.040413;37.957494;sample16;대형노드;;10.00;0.00;nan;8.9;-111.88;32.16;1;1429.5;V;9642.37;86.31;1.28;266.31;-1.35;0.0;0.0;180.9;NLOS;20.00
3;126.930954;37.951893;sample5;중형부대;;89.125094;10.00;0.00;nan;4;126.975554;37.958034;NODE01;New;RE#;10.00;0.00;nan;61.0;-79.35;13.32;1;1429.5;V;3991.80;80.16;4.67;260.16;-4.70;0.0;0.0;128.9;NLOS;20.00
4;126.975554;37.958034;NODE01;New;RE#;89.125094;10.00;0.00;nan;1;126.946624;37.995057;sample1;중형부대;;10.00;0.00;nan;80.6;-40.24;16.19;1;1429.5;V;4852.21;328.35;-4.06;148.35;4.03;0.0;0.0;109.2;LOS;20.00
4;126.975554;37.958034;NODE01;New;RE#;89.125094;10.00;0.00;nan;2;127.040413;37.957494;sample16;대형노드;;10.00;0.00;nan;43.1;-77.70;19.02;1;1429.5;V;5701.32;90.60;-1.07;270.60;1.04;0.0;0.0;146.7;NLOS;20.00
4;126.975554;37.958034;NODE01;New;RE#;89.125094;10.00;0.00;nan;3;126.930954;37.951893;sample5;중형부대;;10.00;0.00;nan;61.0;-59.85;13.32;1;1429.5;V;3991.95;260.16;-4.70;80.16;4.67;0.0;0.0;128.9;NLOS;20.00
