From Tx #;Long;Lat;Callsign;Address;NetID;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;NetID;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
1;126.946624;37.995057;1MidCom;중형부대;;89.125094;10.00;0.00;nan;2;127.040413;37.957494;2BigNode;대형노드;;10.00;0.00;nan;17.8;-103.06;30.83;1;1429.5;V;9242.50;116.90;1.44;296.90;-1.50;0.0;0.0;172.1;NLOS;20.00
1;126.946624;37.995057;1MidCom;중형부대;;89.125094;10.00;0.00;nan;3;126.930954;37.951893;5MidCom;중형부대;;10.00;0.00;nan;24.3;-96.56;16.66;1;1429.5;V;4994.46;196.04;0.17;16.04;-0.20;0.0;0.0;165.6;NLOS;20.00
1;126.946624;37.995057;1MidCom;중형부대;;89.125094;10.00;0.00;nan;4;126.932313;37.960178;NODE01;New;RE#;10.00;0.00;nan;70.1;-70.25;13.61;1;1429.5;V;4081.29;197.99;1.71;17.99;-1.74;0.0;0.0;119.7;NLOS;20.00
2;127.040413;37.957494;2BigNode;대형노드;;89.125094;10.00;0.00;nan;1;126.946624;37.995057;1MidCom;중형부대;;10.00;0.00;nan;17.8;-103.06;30.83;1;1429.5;V;9242.76;296.90;-1.50;116.90;1.44;0.0;0.0;172.1;NLOS;20.00
2;127.040413;37.957494;2BigNode;대형노드;;89.125094;10.00;0.00;nan;3;126.930954;37.951893;5MidCom;중형부대;;10.00;0.00;nan;9.0;-111.87;32.16;1;1429.5;V;9642.62;266.31;-1.35;86.31;1.28;0.0;0.0;180.9;NLOS;20.00
2;127.040413;37.957494;2BigNode;대형노드;;89.125094;10.00;0.00;nan;4;126.932313;37.960178;NODE01;New;RE#;10.00;0.00;nan;19.5;-120.80;31.71;1;1429.5;V;9505.48;271.81;-0.72;91.81;0.66;0.0;0.0;170.3;NLOS;20.00
3;126.930954;37.951893;5MidCom;중형부대;;89.125094;10.00;0.00;nan;1;126.946624;37.995057;1MidCom;중형부대;;10.00;0.00;nan;24.3;-96.56;16.66;1;1429.5;V;4994.47;16.04;-0.20;196.04;0.17;0.0;0.0;165.6;NLOS;20.00
3;126.930954;37.951893;5MidCom;중형부대;;89.125094;10.00;0.00;nan;2;127.040413;37.957494;2BigNode;대형노드;;10.00;0.00;nan;8.9;-111.88;32.16;1;1429.5;V;9642.37;86.31;1.28;266.31;-1.35;0.0;0.0;180.9;NLOS;20.00
3;126.930954;37.951893;5MidCom;중형부대;;89.125094;10.00;0.00;nan;4;126.932313;37.960178;NODE01;New;RE#;10.00;0.00;nan;52.1;-88.26;3.12;1;1429.5;V;933.94;7.43;6.58;187.43;-6.58;0.0;0.0;137.8;NLOS;20.00
4;126.932313;37.960178;NODE01;New;RE#;89.125094;10.00;0.00;nan;1;126.946624;37.995057;1MidCom;중형부대;;10.00;0.00;nan;70.1;-50.75;13.61;1;1429.5;V;4081.34;17.99;-1.74;197.99;1.71;0.0;0.0;119.8;NLOS;20.00
4;126.932313;37.960178;NODE01;New;RE#;89.125094;10.00;0.00;nan;2;127.040413;37.957494;2BigNode;대형노드;;10.00;0.00;nan;19.5;-101.30;31.71;1;1429.5;V;9505.36;91.81;0.66;271.81;-0.72;0.0;0.0;170.3;NLOS;20.00
4;126.932313;37.960178;NODE01;New;RE#;89.125094;10.00;0.00;nan;3;126.930954;37.951893;5MidCom;중형부대;;10.00;0.00;nan;52.1;-68.76;3.12;1;1429.5;V;933.95;187.43;-6.58;7.43;6.58;0.0;0.0;137.8;NLOS;20.00
